YEAR,DOY,T2M,T2M_MAX,T2M_MIN,T2M_RANGE,PRECTOTCORR,RH2M,WS2M,WS2M_MAX,PS,QV2M
2023,354,16.17,23.75,9.07,14.68,0.03,66.94,1.26,2.57,77.12,9.51
2023,355,16.43,24.43,10.37,14.06,0.04,68.16,1.93,3.44,77.17,9.72
2023,356,15.71,23.63,8.81,14.82,0.9,71.92,2.09,3.09,77.21,9.75
2023,357,16.52,25.52,9.92,15.6,0.15,68.59,1.73,2.97,77.21,9.65
2023,358,15.65,24.16,8.66,15.5,0.08,65.95,2.28,3.59,77.23,8.81
2023,359,14.89,23.71,7.66,16.05,0.03,62.23,2.61,4.18,77.15,7.77
2023,360,14.36,23.31,6.77,16.54,0.0,62.6,2.81,4.36,77.12,7.62
2023,361,14.09,23.32,6.63,16.69,0.0,58.46,2.86,5.04,77.16,6.93
2023,362,16.23,25.09,8.97,16.12,0.03,56.1,1.3,2.62,77.19,7.99
2023,363,16.58,24.81,8.57,16.24,0.42,62.58,1.74,3.08,77.12,8.91
2023,364,16.83,24.6,10.07,14.53,1.11,66.46,1.8,3.25,77.08,9.77
2023,365,16.95,25.03,9.39,15.64,1.31,66.58,1.9,2.88,77.1,9.66
2024,1,16.49,23.51,11.49,12.02,5.53,66.96,1.64,2.73,77.15,9.78
2024,2,16.86,24.61,11.24,13.37,6.16,69.65,1.67,2.98,77.13,10.22
2024,3,16.05,24.73,9.11,15.62,0.4,65.92,1.46,2.96,77.04,8.99
2024,4,16.0,24.17,8.86,15.31,0.04,62.84,1.38,2.24,77.09,8.7
2024,5,16.54,24.37,10.86,13.51,0.17,59.19,1.13,1.84,77.14,8.52
2024,6,16.08,23.14,8.91,14.23,0.46,66.54,1.53,2.86,77.15,9.43
2024,7,15.56,21.83,10.38,11.45,0.2,68.35,2.18,3.89,77.08,9.4
2024,8,16.0,24.09,9.54,14.55,0.03,61.0,2.22,3.21,77.06,8.45
2024,9,15.37,22.45,9.09,13.36,0.19,67.77,1.36,2.32,77.05,9.17
2024,10,16.5,23.77,10.2,13.57,0.08,63.47,0.94,1.46,77.05,9.15
2024,11,16.91,25.66,10.34,15.32,0.01,57.42,1.2,1.88,76.99,8.27
2024,12,16.2,24.85,9.05,15.8,0.32,54.91,1.37,2.62,77.01,7.59
2024,13,16.25,24.88,9.02,15.86,0.05,55.41,1.81,3.28,77.02,7.77
2024,14,17.05,25.57,9.6,15.97,0.09,58.34,1.96,3.04,77.09,8.54
2024,15,16.82,25.56,8.86,16.7,1.22,59.98,2.68,4.15,77.18,8.67
2024,16,15.87,25.76,8.65,17.11,0.11,57.77,2.89,4.51,77.19,7.45
2024,17,15.44,25.28,6.56,18.72,0.0,59.6,2.21,3.59,77.16,7.58
2024,18,17.64,26.15,9.8,16.35,0.0,54.29,1.76,3.17,77.13,8.23
2024,19,17.67,24.74,11.41,13.33,0.0,62.09,2.02,3.99,77.06,9.64
2024,20,17.06,24.18,11.53,12.65,0.0,59.66,1.86,3.92,77.11,8.97
2024,21,16.81,25.24,9.54,15.7,0.35,56.83,2.53,3.73,77.15,8.2
2024,22,16.5,24.56,9.74,14.82,0.25,59.98,2.98,4.31,77.23,8.41
2024,23,16.57,25.6,9.85,15.75,0.07,58.44,1.87,3.22,77.25,8.23
2024,24,18.09,26.4,11.52,14.88,0.08,53.4,1.14,2.4,77.22,8.38
2024,25,18.74,26.37,12.28,14.09,0.21,52.37,1.27,2.66,77.21,8.6
2024,26,18.78,26.47,13.56,12.91,0.16,47.75,1.6,2.89,77.2,7.81
2024,27,17.55,25.38,10.49,14.89,0.08,56.79,2.85,4.23,77.23,8.79
2024,28,17.32,25.46,10.13,15.33,0.13,69.87,2.84,4.76,77.16,10.45
2024,29,17.01,23.29,12.6,10.69,1.19,74.42,2.82,4.99,77.17,11.2
2024,30,17.19,25.03,11.25,13.78,0.34,72.09,2.4,4.02,77.21,10.79
2024,31,17.46,26.19,10.26,15.93,0.15,67.18,3.03,4.88,77.2,10.08
2024,32,17.0,25.98,9.63,16.35,0.17,62.4,2.75,4.71,77.2,9.03
2024,33,17.43,25.62,10.81,14.81,0.29,63.81,2.7,4.93,77.15,9.6
2024,34,17.21,25.11,11.57,13.54,0.54,69.01,2.81,4.2,77.14,10.26
2024,35,17.24,24.6,11.95,12.65,0.89,72.94,3.17,5.1,77.24,10.99
2024,36,16.87,24.13,11.51,12.62,1.35,69.44,2.55,4.84,77.27,10.21
2024,37,16.53,26.1,8.4,17.7,0.0,56.7,2.43,3.74,77.29,7.7
2024,38,16.62,24.97,8.93,16.04,0.05,60.97,2.63,4.53,77.24,8.69
2024,39,17.77,25.47,10.85,14.62,0.31,64.92,2.35,3.73,77.2,10.02
2024,40,17.46,23.79,13.23,10.56,4.78,71.15,2.05,3.38,77.14,11.07
2024,41,16.14,20.54,13.43,7.11,17.6,79.49,1.36,3.63,77.25,11.58
2024,42,17.04,24.65,11.58,13.07,4.11,75.43,1.44,2.95,77.28,11.41
2024,43,17.59,24.82,11.71,13.11,3.11,73.28,1.69,3.27,77.17,11.36
2024,44,17.46,23.37,13.3,10.07,1.75,75.27,1.48,2.91,77.14,11.76
2024,45,16.71,21.18,13.35,7.83,15.02,79.82,0.98,2.13,77.12,12.04
2024,46,17.22,22.25,12.54,9.71,6.56,75.39,1.4,2.82,77.17,11.62
2024,47,17.02,22.84,12.34,10.5,4.18,75.65,2.13,4.18,77.25,11.5
2024,48,17.33,25.22,11.01,14.21,0.75,72.45,2.54,4.25,77.25,10.99
2024,49,17.48,24.97,10.09,14.88,2.02,69.87,1.51,2.48,77.17,10.76
2024,50,18.57,26.6,11.06,15.54,1.14,64.9,2.04,3.62,77.07,10.38
2024,51,17.68,24.89,11.15,13.74,0.35,69.69,2.55,4.47,77.07,10.85
2024,52,16.76,24.62,10.37,14.25,0.18,70.78,3.27,5.16,77.05,10.41
2024,53,16.07,24.21,10.26,13.95,0.3,64.18,4.03,6.88,77.08,8.99
2024,54,15.75,24.82,8.47,16.35,0.0,56.71,3.39,6.09,77.08,7.6
2024,55,16.87,26.61,8.91,17.7,0.27,61.48,2.73,4.95,77.15,8.65
2024,56,18.62,27.57,10.86,16.71,0.86,58.32,1.59,2.57,77.1,9.36
2024,57,19.75,27.88,14.12,13.76,2.02,49.27,1.16,2.07,76.98,8.82
2024,58,19.67,27.1,13.35,13.75,2.37,58.4,1.25,3.25,77.02,10.02
2024,59,18.72,25.3,12.78,12.52,3.37,60.88,1.58,3.91,77.03,10.16
2024,60,18.23,24.61,13.18,11.43,3.73,70.19,1.72,2.97,77.0,11.49
2024,61,17.41,23.39,14.04,9.35,13.52,76.47,2.26,4.58,77.04,11.98
2024,62,17.14,22.68,12.82,9.86,1.7,72.73,2.22,4.05,77.16,11.16
2024,63,18.54,25.65,12.88,12.77,0.26,63.93,0.84,1.24,77.12,10.59
2024,64,18.83,26.21,12.45,13.76,2.4,68.34,1.52,2.69,77.05,11.49
2024,65,17.59,22.76,14.03,8.73,6.79,78.78,2.05,3.54,77.11,12.54
2024,66,17.89,25.23,12.61,12.62,0.93,69.77,2.14,3.92,77.19,11.02
2024,67,18.01,25.85,11.39,14.46,0.37,63.21,1.94,3.35,77.2,9.96
2024,68,17.7,23.28,13.12,10.16,13.19,71.03,1.86,3.33,77.19,11.35
2024,69,16.68,23.03,12.61,10.42,14.44,79.11,2.39,4.09,77.15,11.92
2024,70,16.5,22.63,11.99,10.64,12.46,80.98,2.44,4.47,77.18,12.06
2024,71,16.71,22.69,12.59,10.1,3.03,79.96,2.77,5.11,77.32,11.99
2024,72,17.01,23.89,12.55,11.34,0.16,73.62,2.86,5.33,77.37,11.1
2024,73,16.96,23.86,11.4,12.46,0.0,71.53,2.65,4.63,77.34,10.76
2024,74,17.33,24.67,11.51,13.16,0.0,67.92,2.76,4.75,77.27,10.39
2024,75,17.27,25.15,10.77,14.38,0.0,65.97,2.77,5.05,77.24,10.05
2024,76,17.34,25.79,11.0,14.79,0.0,64.95,2.91,5.19,77.21,9.68
2024,77,17.41,26.29,10.3,15.99,0.0,59.73,2.72,4.73,77.15,8.99
2024,78,17.45,26.19,9.79,16.4,0.0,58.52,2.55,4.48,77.07,8.84
2024,79,18.96,27.96,12.51,15.45,0.01,52.95,2.29,4.43,77.03,8.82
2024,80,17.89,25.53,12.26,13.27,0.21,66.68,3.61,5.78,77.08,10.58
2024,81,17.54,25.52,10.82,14.7,0.35,66.43,3.24,5.98,77.06,10.14
2024,82,17.95,26.71,10.72,15.99,0.0,53.51,2.28,3.92,76.92,8.29
2024,83,18.61,26.66,11.5,15.16,0.06,57.07,1.98,3.39,76.9,9.53
2024,84,19.32,26.11,13.38,12.73,0.65,67.1,1.39,3.22,76.93,11.76
2024,85,17.35,21.13,14.25,6.88,6.58,76.79,1.39,3.31,77.08,12.12
2024,86,17.57,23.79,12.39,11.4,1.97,74.81,1.24,2.6,77.17,11.76
2024,87,18.3,24.38,13.7,10.68,4.43,76.21,1.86,2.86,77.15,12.48
2024,88,17.24,22.35,13.91,8.44,9.85,81.27,2.31,3.88,77.19,12.65
2024,89,17.88,24.14,13.55,10.59,2.41,75.55,1.3,2.37,77.09,12.06
2024,90,17.85,23.66,14.12,9.54,3.35,77.12,0.97,1.68,77.08,12.36
2024,91,17.3,22.47,13.76,8.71,1.37,75.98,2.01,3.41,77.18,11.79
2024,92,18.89,25.67,13.31,12.36,1.83,69.1,1.14,1.87,77.07,11.69
2024,93,16.41,20.2,14.26,5.94,14.57,81.45,1.76,4.0,76.99,12.2
2024,94,17.18,22.74,12.73,10.01,8.64,76.67,0.81,2.05,77.0,11.92
2024,95,16.99,21.68,14.21,7.47,6.37,82.7,1.22,2.42,77.04,12.79
2024,96,17.14,22.19,13.7,8.49,4.85,79.51,2.17,4.1,77.07,12.31
2024,97,17.58,24.22,12.54,11.68,1.39,79.03,2.3,3.76,77.06,12.51
2024,98,18.34,25.1,13.32,11.78,0.91,73.63,1.9,3.4,77.0,12.06
2024,99,18.83,25.56,13.56,12.0,0.45,72.35,1.79,2.94,76.96,12.37
2024,100,18.03,25.13,13.29,11.84,0.92,78.87,2.44,4.52,76.97,12.79
2024,101,17.77,24.37,12.55,11.82,1.56,79.31,2.29,4.44,76.99,12.72
2024,102,18.52,26.94,12.47,14.47,1.17,64.64,2.8,4.87,77.06,10.27
2024,103,18.51,27.65,10.9,16.75,0.09,58.96,2.35,4.17,77.04,9.64
2024,104,18.47,26.43,12.14,14.29,2.09,73.1,2.17,4.16,77.03,11.9
2024,105,18.9,26.85,13.24,13.61,9.04,72.62,1.8,3.45,77.04,12.12
2024,106,18.66,25.49,13.89,11.6,2.37,74.05,0.93,2.07,77.07,12.54
2024,107,18.84,25.01,12.56,12.45,0.59,65.34,1.07,1.96,77.07,10.99
2024,108,19.78,26.19,14.44,11.75,0.53,67.79,1.2,2.48,77.01,12.12
2024,109,19.35,25.59,15.49,10.1,1.89,75.17,1.03,1.69,77.07,13.19
2024,110,20.0,26.97,14.41,12.56,1.48,70.03,1.55,2.6,76.96,12.39
2024,111,20.0,27.83,13.83,14.0,1.13,66.49,1.73,3.1,76.89,11.41
2024,112,19.06,26.18,13.66,12.52,1.68,71.1,1.35,2.86,76.93,11.85
2024,113,19.02,26.12,13.86,12.26,4.51,73.08,1.99,3.11,76.97,12.36
2024,114,18.8,24.45,14.95,9.5,2.97,72.82,1.07,2.75,76.97,12.2
2024,115,19.48,26.52,14.1,12.42,1.0,72.14,0.87,2.01,76.88,12.43
2024,116,20.01,26.47,14.15,12.32,1.14,66.96,1.2,2.89,76.85,11.77
2024,117,18.33,24.12,14.0,10.12,4.67,73.21,1.33,2.37,76.87,12.17
2024,118,18.4,24.2,13.9,10.3,3.68,74.78,0.75,1.7,76.89,12.37
2024,119,18.29,23.61,14.45,9.16,14.1,74.3,1.04,1.95,76.96,12.28
2024,120,17.85,23.27,14.39,8.88,1.09,75.26,1.58,2.88,77.01,12.07
2024,121,18.22,24.47,13.11,11.36,2.27,70.78,1.22,1.91,76.96,11.66
2024,122,18.4,24.95,13.16,11.79,0.8,73.12,1.09,1.53,76.87,12.12
2024,123,20.06,27.35,14.26,13.09,1.83,68.37,0.91,2.42,76.86,12.29
2024,124,19.88,25.37,15.68,9.69,10.34,67.61,1.16,2.65,76.93,12.1
2024,125,18.98,24.96,14.68,10.28,0.74,71.88,1.14,2.08,77.03,12.37
2024,126,18.99,24.98,15.11,9.87,2.65,70.12,1.62,2.59,77.0,11.71
2024,127,18.71,25.27,14.23,11.04,2.09,72.14,1.61,2.98,77.09,11.97
2024,128,17.89,24.12,12.32,11.8,0.39,74.95,1.57,2.29,77.11,12.0
2024,129,18.52,25.37,13.23,12.14,1.02,73.27,2.32,3.98,77.04,12.07
2024,130,18.42,24.97,13.49,11.48,2.76,76.74,2.08,3.85,76.98,12.65
2024,131,18.38,24.78,13.83,10.95,0.8,76.8,2.42,4.58,77.02,12.6
2024,132,18.19,25.53,12.97,12.56,0.03,73.97,2.88,5.16,77.11,11.94
2024,133,18.27,24.89,12.34,12.55,0.05,73.52,2.8,5.34,77.08,11.95
2024,134,19.79,28.66,12.77,15.89,0.01,68.86,2.79,4.73,76.97,11.84
2024,135,18.85,26.07,14.55,11.52,0.29,74.64,1.94,4.09,76.95,12.62
2024,136,19.22,26.3,13.88,12.42,0.04,70.85,2.28,4.69,77.06,12.09
2024,137,18.86,26.43,14.12,12.31,1.34,72.3,1.59,3.32,77.1,12.07
2024,138,19.09,25.61,13.81,11.8,4.79,72.95,1.88,3.85,77.07,12.39
2024,139,18.58,24.73,13.26,11.47,0.36,71.78,1.93,3.5,77.05,11.81
2024,140,19.14,25.91,13.28,12.63,1.13,71.25,1.85,3.76,76.99,12.2
2024,141,19.45,27.13,13.72,13.41,0.27,62.23,2.62,5.11,77.03,10.32
2024,142,19.39,27.36,12.49,14.87,2.07,65.73,2.07,3.6,77.1,11.07
2024,143,18.79,25.97,12.83,13.14,6.48,69.16,1.88,3.2,77.11,11.5
2024,144,19.29,27.14,13.08,14.06,0.74,66.03,1.53,3.19,77.1,11.19
2024,145,19.83,27.81,13.56,14.25,0.32,59.08,2.27,4.4,77.07,10.19
2024,146,19.56,28.03,12.67,15.36,0.42,60.19,2.35,4.42,77.07,10.34
2024,147,20.3,28.64,13.51,15.13,0.14,61.62,2.18,4.26,77.1,10.84
2024,148,20.2,28.55,13.43,15.12,0.02,55.23,2.55,4.32,77.13,9.81
2024,149,20.59,29.4,14.27,15.13,0.0,52.22,1.86,4.16,77.17,9.29
2024,150,20.7,29.72,12.91,16.81,0.0,52.65,2.09,4.22,77.11,9.38
2024,151,20.33,29.81,12.35,17.46,0.0,44.95,2.65,5.05,77.07,7.64
2024,152,19.77,28.76,12.27,16.49,0.07,46.97,2.83,5.05,77.1,8.03
2024,153,19.44,28.89,11.3,17.59,0.06,45.19,2.48,4.4,77.11,7.42
2024,154,20.45,29.53,13.17,16.36,0.21,45.21,2.04,4.25,77.08,7.94
2024,155,20.65,29.1,14.02,15.08,0.05,52.35,2.58,5.42,77.09,9.38
2024,156,21.04,29.23,14.97,14.26,0.37,48.24,2.28,4.33,77.06,8.84
2024,157,21.39,29.79,14.76,15.03,1.55,51.98,1.75,3.93,77.03,9.92
2024,158,20.53,28.84,13.82,15.02,1.43,57.65,2.29,4.63,77.07,10.42
2024,159,20.88,30.03,13.57,16.46,0.76,51.98,2.23,4.56,77.1,9.35
2024,160,21.31,29.93,14.23,15.7,3.43,53.76,1.66,3.74,77.06,10.11
2024,161,20.7,28.76,13.46,15.3,6.25,62.8,1.51,3.25,77.07,11.38
2024,162,19.15,24.91,13.45,11.46,31.57,69.83,1.54,3.01,77.11,12.18
2024,163,17.68,22.32,13.31,9.01,28.41,77.78,1.03,2.02,77.09,12.57
2024,164,17.29,23.18,13.45,9.73,22.03,80.33,1.32,3.32,77.09,12.6
2024,165,17.63,23.98,12.91,11.07,12.67,76.19,1.42,3.08,77.16,11.96
2024,166,17.73,25.1,12.21,12.89,5.48,69.15,2.13,4.61,77.13,10.76
2024,167,18.13,26.26,11.94,14.32,0.59,62.62,2.23,4.8,76.99,9.92
2024,168,18.41,26.31,11.56,14.75,0.2,65.87,1.95,4.29,76.98,10.51
2024,169,18.63,25.37,11.81,13.56,3.31,67.88,1.42,2.71,77.08,11.35
2024,170,18.6,24.36,13.12,11.24,3.08,67.74,1.36,2.73,77.03,11.35
2024,171,18.5,24.94,12.49,12.45,10.94,68.11,1.35,2.93,77.02,11.27
2024,172,17.72,22.95,13.33,9.62,23.41,77.92,1.3,2.61,77.1,12.57
2024,173,17.46,23.05,11.78,11.27,7.26,76.5,1.46,3.31,77.13,11.98
2024,174,17.12,21.63,13.29,8.34,16.15,81.32,1.5,3.15,77.02,12.7
2024,175,16.14,20.22,13.6,6.62,4.56,84.62,1.62,3.2,77.05,12.44
2024,176,16.5,20.34,13.41,6.93,20.52,81.68,1.51,3.17,77.05,12.27
2024,177,15.98,20.2,13.02,7.18,2.53,83.56,1.81,3.23,76.95,12.22
2024,178,17.44,23.86,11.95,11.91,6.99,78.47,1.72,2.86,76.9,12.3
2024,179,16.32,20.88,13.31,7.57,7.49,84.56,0.97,2.36,77.02,12.57
2024,180,16.61,22.01,12.33,9.68,1.1,81.5,1.13,2.69,77.05,12.2
2024,181,16.49,21.74,12.91,8.83,7.23,83.39,1.56,3.47,77.0,12.45
2024,182,17.3,22.83,11.9,10.93,7.36,77.51,1.12,2.32,77.02,12.07
2024,183,16.54,20.86,12.73,8.13,18.68,84.45,1.59,3.12,77.09,12.76
2024,184,16.56,21.66,13.61,8.05,5.1,85.46,2.19,3.89,77.06,12.9
2024,185,16.48,21.23,13.26,7.97,9.57,83.31,1.78,3.24,77.04,12.48
2024,186,17.17,22.56,12.21,10.35,1.04,79.01,1.2,2.36,77.08,12.3
2024,187,16.47,20.11,13.47,6.64,10.09,82.82,1.8,3.81,77.05,12.46
2024,188,16.15,20.34,12.97,7.37,24.32,85.58,1.29,1.82,76.96,12.67
2024,189,16.97,22.08,12.58,9.5,20.29,81.31,1.27,3.12,76.95,12.53
2024,190,16.44,20.38,13.57,6.81,17.29,85.09,1.37,2.45,76.94,12.82
2024,191,16.65,21.54,11.13,10.41,7.23,79.57,1.31,2.74,76.99,12.04
2024,192,15.91,20.99,11.49,9.5,5.49,83.64,1.2,3.22,77.1,12.13
2024,193,17.02,22.94,11.88,11.06,11.1,74.51,1.53,3.35,77.1,11.52
2024,194,17.43,23.36,12.3,11.06,43.7,79.05,1.21,1.87,77.05,12.57
2024,195,16.63,21.36,13.2,8.16,28.68,83.51,2.24,4.02,77.07,12.66
2024,196,15.9,18.74,13.06,5.68,32.52,88.31,1.94,3.9,77.1,12.88
2024,197,15.8,20.44,11.68,8.76,5.96,88.24,1.67,3.05,77.06,12.81
2024,198,15.64,19.72,11.14,8.58,27.65,87.33,0.84,1.7,77.02,12.52
2024,199,16.35,20.26,13.41,6.85,5.91,84.81,1.46,3.08,77.07,12.65
2024,200,16.57,21.04,12.48,8.56,21.15,84.55,1.13,2.43,77.07,12.78
2024,201,16.76,21.11,13.02,8.09,20.87,83.74,1.03,1.54,76.98,12.79
2024,202,16.2,20.02,13.5,6.52,16.44,85.79,2.18,3.64,76.98,12.74
2024,203,16.71,21.3,13.46,7.84,13.11,84.55,1.02,2.52,77.07,12.89
2024,204,16.94,21.75,12.85,8.9,15.12,85.15,0.85,1.95,77.14,13.14
2024,205,16.77,20.51,13.74,6.77,1.61,80.85,0.76,1.15,77.26,12.33
2024,206,15.76,20.0,12.56,7.44,2.06,86.25,2.24,4.06,77.16,12.39
2024,207,16.29,20.9,11.26,9.64,8.26,82.44,1.47,3.01,77.03,12.28
2024,208,15.9,20.36,11.19,9.17,2.06,86.01,1.82,2.88,76.96,12.59
2024,209,15.92,19.76,12.94,6.82,5.12,85.01,2.01,3.78,77.04,12.39
2024,210,14.91,17.58,13.02,4.56,17.53,91.03,1.74,2.89,77.08,12.51
2024,211,15.95,20.99,12.47,8.52,15.4,86.94,1.09,2.14,76.97,12.7
2024,212,15.2,18.43,12.74,5.69,17.51,88.59,1.68,3.35,76.95,12.39
2024,213,15.59,19.91,12.11,7.8,9.42,86.8,1.83,2.89,77.04,12.39
2024,214,15.15,18.91,12.04,6.87,26.42,89.92,1.98,3.4,77.12,12.52
2024,215,14.88,18.68,12.24,6.44,5.01,89.47,2.21,3.9,77.08,12.22
2024,216,14.8,19.0,11.22,7.78,9.04,88.27,1.5,2.55,77.02,12.01
2024,217,15.57,19.45,12.56,6.89,5.65,89.84,1.99,3.79,77.03,12.86
2024,218,15.54,19.45,12.86,6.59,9.82,88.99,2.17,4.13,77.02,12.69
2024,219,15.35,18.74,12.46,6.28,7.47,87.89,1.89,3.4,76.96,12.42
2024,220,15.2,18.82,12.36,6.46,18.95,88.05,1.9,3.8,76.92,12.32
2024,221,15.66,20.91,10.84,10.07,5.72,85.62,1.49,2.32,77.02,12.32
2024,222,16.82,21.52,13.4,8.12,11.48,86.4,1.25,1.97,77.03,13.32
2024,223,15.96,19.41,12.53,6.88,37.99,89.61,1.73,3.31,77.03,13.15
2024,224,16.73,21.58,12.6,8.98,13.81,86.58,1.2,2.96,76.95,13.28
2024,225,16.69,20.59,13.75,6.84,15.3,88.03,2.07,3.79,76.9,13.52
2024,226,15.9,20.01,12.41,7.6,3.92,86.73,2.58,4.56,76.98,12.65
2024,227,14.63,18.98,11.73,7.25,3.69,90.06,2.23,3.59,77.0,12.14
2024,228,16.02,20.84,11.31,9.53,1.47,87.72,1.88,3.03,77.01,12.87
2024,229,15.93,20.03,13.34,6.69,7.38,88.78,2.25,4.43,77.01,12.97
2024,230,15.87,20.11,12.7,7.41,4.29,87.89,2.24,3.72,76.91,12.81
2024,231,15.44,19.49,12.54,6.95,3.0,88.92,2.16,4.56,76.98,12.6
2024,232,15.15,18.81,11.8,7.01,14.9,89.74,2.18,3.8,77.08,12.49
2024,233,15.63,19.96,11.63,8.33,14.93,86.95,1.8,3.23,77.0,12.46
2024,234,15.3,18.61,12.64,5.97,16.12,89.71,1.75,3.26,76.81,12.68
2024,235,15.22,19.69,12.47,7.22,5.98,88.68,3.04,5.38,76.87,12.42
2024,236,15.18,19.88,12.03,7.85,8.18,88.31,3.0,5.41,76.99,12.31
2024,237,15.11,18.79,12.51,6.28,4.83,87.77,2.29,3.86,77.03,12.17
2024,238,15.54,20.1,11.08,9.02,3.0,88.58,1.36,2.56,77.03,12.65
2024,239,15.6,18.95,13.4,5.55,5.54,89.49,1.94,3.12,77.09,12.82
2024,240,16.07,20.92,11.97,8.95,6.95,85.08,1.69,2.59,77.07,12.5
2024,241,15.32,18.64,13.26,5.38,5.34,89.36,2.04,4.01,77.12,12.58
2024,242,15.66,19.48,12.88,6.6,4.28,86.71,0.99,1.87,77.14,12.43
2024,243,16.32,21.01,11.76,9.25,1.87,81.85,1.26,2.24,77.13,12.13
2024,244,16.04,20.74,13.42,7.32,19.1,86.91,1.09,2.16,77.04,12.77
2024,245,15.53,20.03,11.28,8.75,8.73,85.57,1.3,2.88,77.06,12.11
2024,246,15.13,18.34,12.74,5.6,13.42,87.91,1.88,3.3,77.09,12.19
2024,247,15.84,21.68,11.82,9.86,5.97,84.91,1.6,3.4,77.11,12.21
2024,248,15.97,21.59,11.6,9.99,3.46,84.05,1.4,2.55,77.09,12.23
2024,249,15.78,20.95,11.63,9.32,8.0,85.67,1.1,2.25,77.06,12.29
2024,250,16.22,21.35,12.53,8.82,8.47,84.07,1.01,2.04,77.1,12.4
2024,251,16.76,22.1,12.6,9.5,33.79,83.75,0.8,1.43,77.14,12.79
2024,252,16.8,21.91,12.92,8.99,13.89,84.42,0.9,1.51,77.14,12.92
2024,253,16.51,21.46,12.82,8.64,8.26,85.61,1.1,2.35,77.11,12.93
2024,254,16.11,20.13,13.41,6.72,9.68,86.44,1.03,1.79,77.12,12.72
2024,255,16.51,21.81,11.76,10.05,6.6,82.62,0.87,1.6,77.08,12.39
2024,256,16.75,22.38,11.93,10.45,3.17,82.03,1.14,2.08,77.08,12.5
2024,257,16.88,21.84,12.1,9.74,3.59,80.4,0.67,1.8,77.1,12.34
2024,258,16.78,21.73,13.32,8.41,9.82,83.53,1.03,2.26,77.11,12.77
2024,259,16.92,21.92,13.28,8.64,3.12,81.48,1.0,2.01,77.06,12.56
2024,260,16.45,21.52,12.35,9.17,3.3,81.01,1.21,2.2,77.09,12.15
2024,261,15.87,20.68,12.15,8.53,8.87,85.11,1.36,2.58,77.14,12.34
2024,262,15.76,20.5,12.09,8.41,6.68,86.32,1.48,2.55,77.06,12.45
2024,263,15.35,20.85,11.18,9.67,1.57,83.31,1.74,2.91,76.97,11.62
2024,264,15.01,20.93,9.7,11.23,0.91,82.67,1.89,3.34,77.04,11.33
2024,265,14.57,19.97,10.03,9.94,2.52,85.44,2.16,4.55,77.06,11.38
2024,266,14.79,21.45,10.04,11.41,0.31,81.13,2.31,4.4,77.05,10.85
2024,267,14.34,20.96,8.94,12.02,0.07,78.8,2.08,3.82,77.06,10.23
2024,268,15.27,21.56,9.13,12.43,1.67,80.65,1.35,2.07,77.06,11.09
2024,269,15.76,21.7,10.7,11.0,11.5,82.01,1.5,2.44,77.05,11.74
2024,270,15.75,20.88,11.19,9.69,17.01,84.59,0.94,1.63,77.01,12.19
2024,271,16.24,21.45,11.76,9.69,6.11,84.56,1.17,2.48,76.99,12.53
2024,272,16.09,21.89,10.87,11.02,0.86,80.63,1.51,2.47,76.95,11.76
2024,273,15.72,21.92,9.92,12.0,0.19,81.65,1.81,2.86,76.92,11.67
2024,274,15.08,19.78,11.63,8.15,0.68,86.33,1.24,2.89,77.0,11.91
2024,275,15.16,21.12,10.47,10.65,2.72,84.91,1.99,3.56,76.93,11.86
2024,276,14.62,19.35,11.73,7.62,0.53,90.13,2.05,3.9,76.94,12.15
2024,277,15.25,20.61,11.65,8.96,5.5,86.48,1.91,3.99,77.06,12.06
2024,278,13.98,17.77,10.24,7.53,8.55,89.9,1.18,1.83,77.11,11.62
2024,279,15.1,21.11,9.8,11.31,15.98,85.42,1.9,3.51,77.06,11.84
2024,280,14.6,20.09,9.66,10.43,1.42,85.73,1.89,3.72,77.01,11.43
2024,281,14.55,19.93,10.8,9.13,2.56,86.79,2.33,4.62,77.09,11.54
2024,282,14.37,20.89,9.5,11.39,0.6,84.17,2.32,4.57,77.2,11.01
2024,283,14.94,21.18,9.07,12.11,0.84,84.81,1.75,3.42,77.18,11.53
2024,284,15.4,21.3,9.79,11.51,2.36,84.68,1.34,2.49,77.09,11.85
2024,285,15.46,19.51,12.35,7.16,8.2,86.28,1.11,1.96,77.05,12.18
2024,286,15.0,18.39,12.47,5.92,27.12,88.89,1.14,1.81,77.1,12.23
2024,287,15.03,19.15,11.8,7.35,4.16,85.78,1.19,2.23,77.15,11.77
2024,288,15.14,19.37,12.19,7.18,5.42,87.45,1.23,2.29,77.11,12.11
2024,289,14.59,20.62,9.71,10.91,1.05,83.26,2.09,4.11,77.07,11.06
2024,290,14.51,21.25,8.16,13.09,0.05,80.25,1.88,3.29,77.15,10.55
2024,291,15.37,22.44,8.86,13.58,0.23,77.24,1.6,2.83,77.1,10.69
2024,292,15.29,21.42,9.58,11.84,2.05,81.93,1.92,3.47,77.0,11.32
2024,293,15.56,22.08,10.13,11.95,1.86,80.66,1.81,3.53,77.05,11.37
2024,294,14.63,21.73,9.03,12.7,0.13,82.11,2.47,4.17,77.13,10.84
2024,295,14.49,21.72,8.31,13.41,0.2,81.97,2.29,4.11,77.14,10.74
2024,296,14.59,21.92,8.77,13.15,0.09,79.73,2.42,4.4,77.07,10.56
2024,297,14.73,22.2,8.45,13.75,0.15,75.12,2.07,3.48,77.09,10.03
